id,query_id,query_group_id,execution_id,brand_in_response,total_sources,sources_with_brand,brand_mention_percentage
955059,259773,6515,13856,1,1,0,0.00
955058,259772,6515,13856,0,1,0,0.00
955057,259771,6515,13856,1,1,0,0.00
955056,259770,6515,13856,0,1,0,0.00
955055,259769,6515,13856,1,1,0,0.00
955054,259768,6515,13856,1,1,0,0.00
955053,259767,6515,13856,0,1,0,0.00
955052,259766,6515,13856,1,1,0,0.00
955051,259765,6515,13856,0,1,0,0.00
955050,259764,6515,13856,0,1,0,0.00
955049,259763,6515,13856,1,1,0,0.00
955048,259762,6515,13856,0,1,0,0.00
955047,259761,6515,13856,0,1,0,0.00
955046,259760,6515,13856,1,1,0,0.00
955045,259759,6515,13856,1,1,0,0.00
955044,259758,6515,13856,0,1,0,0.00
955043,259757,6515,13856,0,1,0,0.00
955042,259756,6515,13856,1,1,0,0.00
955041,259755,6515,13856,0,1,0,0.00
955040,259754,6515,13856,1,1,0,0.00
955039,259753,6515,13856,0,1,0,0.00
955038,259752,6515,13856,1,1,0,0.00
955037,259751,6515,13856,1,1,0,0.00
955036,259750,6515,13856,1,1,0,0.00
954930,244663,6224,13855,0,0,0,0.00
954929,244662,6224,13855,0,0,0,0.00
954928,244661,6224,13855,0,0,0,0.00
954927,244660,6224,13855,0,0,0,0.00
954926,244659,6224,13855,0,0,0,0.00
954925,244658,6224,13855,0,0,0,0.00
954924,244657,6224,13855,0,0,0,0.00
954923,244656,6224,13855,0,0,0,0.00
954922,244655,6224,13855,0,0,0,0.00
954921,244654,6224,13855,0,0,0,0.00
954920,244653,6224,13855,0,0,0,0.00
954919,244652,6224,13855,0,0,0,0.00
954918,244651,6224,13855,0,0,0,0.00
954917,244650,6224,13855,0,0,0,0.00
954916,244649,6224,13855,0,0,0,0.00
954915,244648,6224,13855,0,0,0,0.00
954914,244647,6224,13855,0,0,0,0.00
954913,244646,6224,13855,0,0,0,0.00
954912,244645,6224,13855,0,0,0,0.00
954911,244644,6224,13855,0,0,0,0.00
954910,244643,6224,13855,0,0,0,0.00
954909,244642,6224,13855,0,0,0,0.00
954908,244641,6224,13855,0,0,0,0.00
954907,244640,6224,13855,0,0,0,0.00
954906,244639,6224,13855,0,0,0,0.00
954905,244638,6224,13855,0,0,0,0.00
954904,244637,6224,13855,0,0,0,0.00
954903,244636,6224,13855,0,0,0,0.00
954902,244635,6224,13855,0,0,0,0.00
954901,244634,6224,13855,0,0,0,0.00
954900,244633,6224,13855,0,0,0,0.00
954899,244632,6224,13855,0,0,0,0.00
954898,244631,6224,13855,0,0,0,0.00
954897,244630,6224,13855,0,0,0,0.00
954896,244629,6224,13855,0,0,0,0.00
954895,244628,6224,13855,0,0,0,0.00
954894,244627,6224,13855,0,0,0,0.00
954893,244626,6224,13855,0,0,0,0.00
954892,244625,6224,13855,0,0,0,0.00
954891,244624,6224,13855,0,0,0,0.00
954890,244623,6224,13855,0,0,0,0.00
954889,244622,6224,13855,0,0,0,0.00
954888,244621,6224,13855,0,0,0,0.00
954887,244620,6224,13855,0,0,0,0.00
954886,244619,6224,13855,0,0,0,0.00
954885,244618,6224,13855,0,0,0,0.00
954884,244617,6224,13855,0,0,0,0.00
954883,244616,6224,13855,0,0,0,0.00
954882,244615,6224,13855,0,0,0,0.00
954881,244614,6224,13855,0,0,0,0.00
954880,244613,6224,13855,0,0,0,0.00
954879,244612,6224,13855,0,0,0,0.00
954878,244611,6224,13855,0,0,0,0.00
954877,244610,6224,13855,0,0,0,0.00
954876,244609,6224,13855,0,0,0,0.00
954875,244608,6224,13855,0,0,0,0.00
954874,244607,6224,13855,0,0,0,0.00
954873,244606,6224,13855,0,0,0,0.00
954872,244605,6224,13855,0,0,0,0.00
954871,244604,6224,13855,0,0,0,0.00
954870,244603,6224,13855,0,0,0,0.00
954869,244602,6224,13855,0,0,0,0.00
954868,244601,6224,13855,0,0,0,0.00
954867,244600,6224,13855,0,0,0,0.00
954866,244599,6224,13855,0,0,0,0.00
954865,244598,6224,13855,0,0,0,0.00
954864,244597,6224,13855,0,0,0,0.00
954863,244596,6224,13855,0,0,0,0.00
954862,244595,6224,13855,0,0,0,0.00
954861,244594,6224,13855,0,0,0,0.00
954860,244593,6224,13855,0,0,0,0.00
954859,244592,6224,13855,0,0,0,0.00
954858,244591,6224,13855,0,0,0,0.00
954857,244590,6224,13855,0,0,0,0.00
954856,244589,6224,13855,0,0,0,0.00
954855,244588,6224,13855,0,0,0,0.00
954854,244587,6224,13855,0,0,0,0.00
954853,244586,6224,13855,0,0,0,0.00
954852,244585,6224,13855,0,0,0,0.00
954851,244584,6224,13855,0,0,0,0.00
954850,244583,6224,13855,0,0,0,0.00
954849,244582,6224,13855,0,0,0,0.00
954848,244581,6224,13855,0,0,0,0.00
954847,244580,6224,13855,0,0,0,0.00
954846,244579,6224,13855,0,0,0,0.00
954845,244578,6224,13855,0,0,0,0.00
954844,244577,6224,13855,0,0,0,0.00
954843,244576,6224,13855,0,0,0,0.00
954842,244575,6224,13855,0,0,0,0.00
954841,244574,6224,13855,0,0,0,0.00
954840,244573,6224,13855,0,0,0,0.00
954839,244572,6224,13855,0,0,0,0.00
954838,244571,6224,13855,0,0,0,0.00
954837,244570,6224,13855,0,0,0,0.00
954836,244569,6224,13855,0,0,0,0.00
954835,244568,6224,13855,0,0,0,0.00
954834,244567,6224,13855,0,0,0,0.00
954833,244566,6224,13855,0,0,0,0.00
954832,244565,6224,13855,0,0,0,0.00
954831,244564,6224,13855,0,0,0,0.00
954830,244563,6224,13855,0,0,0,0.00
954829,244562,6224,13855,0,0,0,0.00
954828,244561,6224,13855,0,0,0,0.00
954827,244560,6224,13855,0,0,0,0.00
954826,244559,6224,13855,0,0,0,0.00
954825,244558,6224,13855,0,0,0,0.00
954824,244557,6224,13855,0,0,0,0.00
954823,244556,6224,13855,0,0,0,0.00
954822,244555,6224,13855,0,0,0,0.00
954821,244554,6224,13855,0,0,0,0.00
954820,244553,6224,13855,0,0,0,0.00
954819,244552,6224,13855,0,0,0,0.00
954818,244551,6224,13855,0,0,0,0.00
954817,244550,6224,13855,0,0,0,0.00
954816,244549,6224,13855,0,0,0,0.00
954815,244548,6224,13855,0,0,0,0.00
954814,244547,6224,13855,0,0,0,0.00
954813,244546,6224,13855,0,0,0,0.00
954812,244545,6224,13855,0,0,0,0.00
954811,244544,6224,13855,0,0,0,0.00
954810,244543,6224,13855,0,0,0,0.00
954809,244542,6224,13855,0,0,0,0.00
954808,244541,6224,13855,0,0,0,0.00
954807,244540,6224,13855,0,0,0,0.00
954806,244539,6224,13855,0,0,0,0.00
954805,244538,6224,13855,0,0,0,0.00
954804,244537,6224,13855,0,0,0,0.00
954803,244536,6224,13855,0,0,0,0.00
954802,244535,6224,13855,0,0,0,0.00
954801,244534,6224,13855,0,0,0,0.00
954800,244533,6224,13855,0,0,0,0.00
954799,244532,6224,13855,0,0,0,0.00
954798,244531,6224,13855,0,0,0,0.00
954797,244530,6224,13855,0,0,0,0.00
954796,244529,6224,13855,0,0,0,0.00
954795,244528,6224,13855,0,0,0,0.00
954794,244527,6224,13855,0,0,0,0.00
954793,244526,6224,13855,0,0,0,0.00
954792,244525,6224,13855,0,0,0,0.00
954791,244524,6224,13855,0,0,0,0.00
954790,244523,6224,13855,0,0,0,0.00
954789,244522,6224,13855,0,0,0,0.00
954788,244521,6224,13855,0,0,0,0.00
954787,244520,6224,13855,0,0,0,0.00
954786,244519,6224,13855,0,0,0,0.00
954785,244518,6224,13855,0,0,0,0.00
954784,244517,6224,13855,0,0,0,0.00
954783,244516,6224,13855,0,0,0,0.00
954782,244515,6224,13855,0,0,0,0.00
954781,244514,6224,13855,0,0,0,0.00
954753,223369,5607,13854,1,1,0,0.00
954752,223368,5607,13854,1,1,0,0.00
954751,223367,5607,13854,0,1,0,0.00
954750,223366,5607,13854,1,1,0,0.00
954749,223365,5607,13854,0,1,0,0.00
954748,223364,5607,13854,1,1,0,0.00
954747,223363,5607,13854,1,1,0,0.00
954746,223362,5607,13854,1,1,0,0.00
954745,223361,5607,13854,1,1,0,0.00
954744,223360,5607,13854,1,1,0,0.00
954743,223359,5607,13854,1,1,0,0.00
954742,223358,5607,13854,1,1,0,0.00
954741,223357,5607,13854,0,1,0,0.00
954740,223356,5607,13854,1,1,0,0.00
954739,223355,5607,13854,1,1,0,0.00
954738,223354,5607,13854,0,1,0,0.00
954737,223353,5607,13854,1,1,0,0.00
954736,223352,5607,13854,1,1,0,0.00
954735,223351,5607,13854,1,1,0,0.00
954734,223350,5607,13854,1,1,0,0.00
954733,223349,5607,13854,1,1,0,0.00
954732,223348,5607,13854,1,1,0,0.00
954731,223347,5607,13854,1,1,0,0.00
954730,223346,5607,13854,0,1,0,0.00
954729,223345,5607,13854,0,1,0,0.00
954728,223344,5607,13854,1,1,0,0.00
954727,223343,5607,13854,1,1,0,0.00
954726,223342,5607,13854,1,1,0,0.00
954725,223341,5607,13854,1,1,0,0.00
954724,223340,5607,13854,1,1,0,0.00
954723,223339,5607,13854,1,1,0,0.00
954722,223338,5607,13854,0,1,0,0.00
954721,223337,5607,13854,0,1,0,0.00
954720,223336,5607,13854,0,1,0,0.00
954719,223335,5607,13854,1,1,0,0.00
954718,223334,5607,13854,1,1,0,0.00
954717,223333,5607,13854,1,1,0,0.00
954716,223332,5607,13854,1,1,0,0.00
954715,223331,5607,13854,1,1,0,0.00
954714,223330,5607,13854,1,1,0,0.00
954713,223329,5607,13854,1,1,0,0.00
954712,223328,5607,13854,1,1,0,0.00
954711,223327,5607,13854,1,1,0,0.00
954710,223326,5607,13854,1,1,0,0.00
954709,223325,5607,13854,1,1,0,0.00
954708,223324,5607,13854,1,1,0,0.00
954707,223323,5607,13854,0,1,0,0.00
954706,223322,5607,13854,0,1,0,0.00
954705,223321,5607,13854,0,1,0,0.00
954704,223320,5607,13854,0,1,0,0.00
954703,223319,5607,13854,0,1,0,0.00
954702,223318,5607,13854,0,1,0,0.00
954701,223317,5607,13854,1,1,0,0.00
954700,223316,5607,13854,0,1,0,0.00
954699,223315,5607,13854,1,1,0,0.00
954698,223314,5607,13854,1,1,0,0.00
954697,223313,5607,13854,1,1,0,0.00
954696,223312,5607,13854,1,1,0,0.00
954695,223311,5607,13854,1,1,0,0.00
954694,223310,5607,13854,1,1,0,0.00
954693,223309,5607,13854,1,1,0,0.00
954692,223308,5607,13854,1,1,0,0.00
954691,223307,5607,13854,1,1,0,0.00
954690,223306,5607,13854,1,1,0,0.00
954689,223305,5607,13854,1,1,0,0.00
954688,223304,5607,13854,1,1,0,0.00
954687,223303,5607,13854,1,1,0,0.00
954686,223302,5607,13854,1,1,0,0.00
954685,223301,5607,13854,1,1,0,0.00
954684,223300,5607,13854,1,1,0,0.00
954683,223299,5607,13854,1,1,0,0.00
954682,223298,5607,13854,1,1,0,0.00
954681,223297,5607,13854,1,1,0,0.00
954680,223296,5607,13854,1,1,0,0.00
954679,223295,5607,13854,1,1,0,0.00
954678,218874,5607,13854,0,1,0,0.00
954677,218873,5607,13854,1,1,0,0.00
954676,218872,5607,13854,0,1,0,0.00
954675,218871,5607,13854,0,1,0,0.00
954674,218870,5607,13854,0,1,0,0.00
954673,218869,5607,13854,1,1,0,0.00
954672,218868,5607,13854,1,1,0,0.00
954671,218867,5607,13854,1,1,0,0.00
954670,218866,5607,13854,1,1,0,0.00
954669,218865,5607,13854,1,1,0,0.00
954668,218864,5607,13854,0,1,0,0.00
954667,218863,5607,13854,0,1,0,0.00
954666,218862,5607,13854,1,1,0,0.00
954665,218861,5607,13854,1,1,0,0.00
954664,218860,5607,13854,1,1,0,0.00
954663,218859,5607,13854,1,1,0,0.00
954662,218858,5607,13854,1,1,0,0.00
954661,218857,5607,13854,1,1,0,0.00
954660,218856,5607,13854,1,1,0,0.00
954659,218855,5607,13854,1,1,0,0.00
954658,218854,5607,13854,0,1,0,0.00
954657,218853,5607,13854,1,1,0,0.00
954656,218852,5607,13854,1,1,0,0.00
954655,218851,5607,13854,1,1,0,0.00
954654,218850,5607,13854,1,1,0,0.00
954626,206172,5193,13853,0,0,0,0.00
954625,206171,5193,13853,0,0,0,0.00
954624,206170,5193,13853,0,0,0,0.00
954623,206169,5193,13853,0,0,0,0.00
954622,206168,5193,13853,0,0,0,0.00
954621,206167,5193,13853,0,0,0,0.00
954620,206166,5193,13853,0,0,0,0.00
954619,206165,5193,13853,0,0,0,0.00
954618,206164,5193,13853,0,0,0,0.00
954617,206163,5193,13853,0,0,0,0.00
954616,206162,5193,13853,0,0,0,0.00
954615,206161,5193,13853,0,0,0,0.00
954614,206160,5193,13853,0,0,0,0.00
954613,206159,5193,13853,0,0,0,0.00
954612,206158,5193,13853,0,0,0,0.00
954611,206157,5193,13853,0,0,0,0.00
954610,206156,5193,13853,0,0,0,0.00
954609,206155,5193,13853,0,0,0,0.00
954608,206154,5193,13853,0,0,0,0.00
954607,206153,5193,13853,0,0,0,0.00
954606,206152,5193,13853,0,0,0,0.00
954605,206151,5193,13853,0,0,0,0.00
954604,206150,5193,13853,0,0,0,0.00
954603,206149,5193,13853,0,0,0,0.00
954602,206148,5193,13853,0,0,0,0.00
954601,206147,5193,13853,0,0,0,0.00
954600,206146,5193,13853,0,0,0,0.00
954599,206145,5193,13853,0,0,0,0.00
954598,206144,5193,13853,0,0,0,0.00
954597,206143,5193,13853,0,0,0,0.00
954596,206142,5193,13853,0,0,0,0.00
954595,206141,5193,13853,0,0,0,0.00
954594,206140,5193,13853,0,0,0,0.00
954593,206139,5193,13853,0,0,0,0.00
954592,206138,5193,13853,0,0,0,0.00
954591,206137,5193,13853,0,0,0,0.00
954590,206136,5193,13853,0,0,0,0.00
954589,206135,5193,13853,0,0,0,0.00
954588,206134,5193,13853,0,0,0,0.00
954587,206133,5193,13853,0,0,0,0.00
954586,206132,5193,13853,0,0,0,0.00
954585,206131,5193,13853,0,0,0,0.00
954584,206130,5193,13853,0,0,0,0.00
954583,206129,5193,13853,0,0,0,0.00
954582,206128,5193,13853,0,0,0,0.00
954581,206127,5193,13853,0,0,0,0.00
954580,206126,5193,13853,0,0,0,0.00
954579,206125,5193,13853,0,0,0,0.00
954578,206124,5193,13853,0,0,0,0.00
954577,206123,5193,13853,0,0,0,0.00
954576,206122,5193,13853,0,0,0,0.00
954575,206121,5193,13853,0,0,0,0.00
954574,206120,5193,13853,0,0,0,0.00
954573,206119,5193,13853,0,0,0,0.00
954572,206118,5193,13853,0,0,0,0.00
954571,206117,5193,13853,0,0,0,0.00
954570,206116,5193,13853,0,0,0,0.00
954569,206115,5193,13853,0,0,0,0.00
954568,206114,5193,13853,0,0,0,0.00
954567,206113,5193,13853,0,0,0,0.00
954566,206112,5193,13853,0,0,0,0.00
954565,206111,5193,13853,0,0,0,0.00
954564,206110,5193,13853,0,0,0,0.00
954563,206109,5193,13853,0,0,0,0.00
954562,206108,5193,13853,0,0,0,0.00
954561,206107,5193,13853,0,0,0,0.00
954560,206106,5193,13853,0,0,0,0.00
954559,206105,5193,13853,0,0,0,0.00
954558,206104,5193,13853,0,0,0,0.00
954557,206103,5193,13853,0,0,0,0.00
954556,206102,5193,13853,0,0,0,0.00
954555,206101,5193,13853,0,0,0,0.00
954554,206100,5193,13853,0,0,0,0.00
954553,206099,5193,13853,0,0,0,0.00
954552,206098,5193,13853,0,0,0,0.00
954551,206097,5193,13853,0,0,0,0.00
954550,206096,5193,13853,0,0,0,0.00
954549,206095,5193,13853,0,0,0,0.00
954548,206094,5193,13853,0,0,0,0.00
954547,206093,5193,13853,0,0,0,0.00
954546,206092,5193,13853,0,0,0,0.00
954545,206091,5193,13853,0,0,0,0.00
954544,206090,5193,13853,0,0,0,0.00
954543,206089,5193,13853,0,0,0,0.00
954542,206088,5193,13853,0,0,0,0.00
954541,206087,5193,13853,0,0,0,0.00
954540,206086,5193,13853,0,0,0,0.00
954539,206085,5193,13853,0,0,0,0.00
954538,206084,5193,13853,0,0,0,0.00
954537,206083,5193,13853,0,0,0,0.00
954536,206082,5193,13853,0,0,0,0.00
954535,206081,5193,13853,0,0,0,0.00
954534,206080,5193,13853,0,0,0,0.00
954533,206079,5193,13853,0,0,0,0.00
954532,206078,5193,13853,0,0,0,0.00
954531,206077,5193,13853,0,0,0,0.00
954530,206076,5193,13853,0,0,0,0.00
954529,206075,5193,13853,0,0,0,0.00
954528,206074,5193,13853,0,0,0,0.00
954527,206073,5193,13853,0,0,0,0.00
954499,206072,5192,13852,0,0,0,0.00
954498,206071,5192,13852,0,0,0,0.00
954497,206070,5192,13852,0,0,0,0.00
954496,206069,5192,13852,0,0,0,0.00
954495,206068,5192,13852,0,0,0,0.00
954494,206067,5192,13852,0,0,0,0.00
954493,206066,5192,13852,0,0,0,0.00
954492,206065,5192,13852,0,0,0,0.00
954491,206064,5192,13852,0,0,0,0.00
954490,206063,5192,13852,0,0,0,0.00
954489,206062,5192,13852,0,0,0,0.00
954488,206061,5192,13852,0,0,0,0.00
954487,206060,5192,13852,0,0,0,0.00
954486,206059,5192,13852,0,0,0,0.00
954485,206058,5192,13852,0,0,0,0.00
954484,206057,5192,13852,0,0,0,0.00
954483,206056,5192,13852,0,0,0,0.00
954482,206055,5192,13852,0,0,0,0.00
954481,206054,5192,13852,0,0,0,0.00
954480,206053,5192,13852,0,0,0,0.00
954479,206052,5192,13852,0,0,0,0.00
954478,206051,5192,13852,0,0,0,0.00
954477,206050,5192,13852,0,0,0,0.00
954476,206049,5192,13852,0,0,0,0.00
954475,206048,5192,13852,0,0,0,0.00
954474,206047,5192,13852,0,0,0,0.00
954473,206046,5192,13852,0,0,0,0.00
954472,206045,5192,13852,0,0,0,0.00
954471,206044,5192,13852,0,0,0,0.00
954470,206043,5192,13852,0,0,0,0.00
954469,206042,5192,13852,0,0,0,0.00
954468,206041,5192,13852,0,0,0,0.00
954467,206040,5192,13852,0,0,0,0.00
954466,206039,5192,13852,0,0,0,0.00
954465,206038,5192,13852,0,0,0,0.00
954464,206037,5192,13852,0,0,0,0.00
954463,206036,5192,13852,0,0,0,0.00
954462,206035,5192,13852,0,0,0,0.00
954461,206034,5192,13852,0,0,0,0.00
954460,206033,5192,13852,0,0,0,0.00
954459,206032,5192,13852,0,0,0,0.00
954458,206031,5192,13852,0,0,0,0.00
954457,206030,5192,13852,0,0,0,0.00
954456,206029,5192,13852,0,0,0,0.00
954455,206028,5192,13852,0,0,0,0.00
954454,206027,5192,13852,0,0,0,0.00
954453,206026,5192,13852,0,0,0,0.00
954452,206025,5192,13852,0,0,0,0.00
954451,206024,5192,13852,0,0,0,0.00
954450,206023,5192,13852,0,0,0,0.00
954449,206022,5192,13852,0,0,0,0.00
954448,206021,5192,13852,0,0,0,0.00
954447,206020,5192,13852,0,0,0,0.00
954446,206019,5192,13852,0,0,0,0.00
954445,206018,5192,13852,0,0,0,0.00
954444,206017,5192,13852,0,0,0,0.00
954443,206016,5192,13852,0,0,0,0.00
954442,206015,5192,13852,0,0,0,0.00
954441,206014,5192,13852,0,0,0,0.00
954440,206013,5192,13852,0,0,0,0.00
954439,206012,5192,13852,0,0,0,0.00
954438,206011,5192,13852,0,0,0,0.00
954437,206010,5192,13852,0,0,0,0.00
954436,206009,5192,13852,0,0,0,0.00
954435,206008,5192,13852,0,0,0,0.00
954434,206007,5192,13852,0,0,0,0.00
954433,206006,5192,13852,0,0,0,0.00
954432,206005,5192,13852,0,0,0,0.00
954431,206004,5192,13852,0,0,0,0.00
954430,206003,5192,13852,0,0,0,0.00
954429,206002,5192,13852,0,0,0,0.00
954428,206001,5192,13852,0,0,0,0.00
954427,206000,5192,13852,0,0,0,0.00
954426,205999,5192,13852,0,0,0,0.00
954425,205998,5192,13852,0,0,0,0.00
954424,205997,5192,13852,0,0,0,0.00
954423,205996,5192,13852,0,0,0,0.00
954422,205995,5192,13852,0,0,0,0.00
954421,205994,5192,13852,0,0,0,0.00
954420,205993,5192,13852,0,0,0,0.00
954419,205992,5192,13852,0,0,0,0.00
954418,205991,5192,13852,0,0,0,0.00
954417,205990,5192,13852,0,0,0,0.00
954416,205989,5192,13852,0,0,0,0.00
954415,205988,5192,13852,0,0,0,0.00
954414,205987,5192,13852,0,0,0,0.00
954413,205986,5192,13852,0,0,0,0.00
954412,205985,5192,13852,0,0,0,0.00
954411,205984,5192,13852,0,0,0,0.00
954410,205983,5192,13852,0,0,0,0.00
954409,205982,5192,13852,0,0,0,0.00
954408,205981,5192,13852,0,0,0,0.00
954407,205980,5192,13852,0,0,0,0.00
954406,205979,5192,13852,0,0,0,0.00
954405,205978,5192,13852,0,0,0,0.00
954404,205977,5192,13852,0,0,0,0.00
954403,205976,5192,13852,0,0,0,0.00
954402,205975,5192,13852,0,0,0,0.00
954401,205974,5192,13852,0,0,0,0.00
954400,205973,5192,13852,0,0,0,0.00
954372,205972,5191,13851,0,0,0,0.00
954371,205971,5191,13851,0,0,0,0.00
954370,205970,5191,13851,0,0,0,0.00
954369,205969,5191,13851,0,0,0,0.00
954368,205968,5191,13851,0,0,0,0.00
954367,205967,5191,13851,0,0,0,0.00
954366,205966,5191,13851,0,0,0,0.00
954365,205965,5191,13851,0,0,0,0.00
954364,205964,5191,13851,0,0,0,0.00
954363,205963,5191,13851,0,0,0,0.00
954362,205962,5191,13851,0,0,0,0.00
954361,205961,5191,13851,0,0,0,0.00
954360,205960,5191,13851,0,0,0,0.00
954359,205959,5191,13851,0,0,0,0.00
954358,205958,5191,13851,0,0,0,0.00
954357,205957,5191,13851,0,0,0,0.00
954356,205956,5191,13851,0,0,0,0.00
954355,205955,5191,13851,0,0,0,0.00
954354,205954,5191,13851,0,0,0,0.00
954353,205953,5191,13851,0,0,0,0.00
954352,205952,5191,13851,0,0,0,0.00
954351,205951,5191,13851,0,0,0,0.00
954350,205950,5191,13851,0,0,0,0.00
954349,205949,5191,13851,0,0,0,0.00
954348,205948,5191,13851,0,0,0,0.00
954347,205947,5191,13851,0,0,0,0.00
954346,205946,5191,13851,0,0,0,0.00
954345,205945,5191,13851,0,0,0,0.00
954344,205944,5191,13851,0,0,0,0.00
954343,205943,5191,13851,0,0,0,0.00
954342,205942,5191,13851,0,0,0,0.00
954341,205941,5191,13851,0,0,0,0.00
954340,205940,5191,13851,0,0,0,0.00
954339,205939,5191,13851,0,0,0,0.00
954338,205938,5191,13851,0,0,0,0.00
954337,205937,5191,13851,0,0,0,0.00
954336,205936,5191,13851,0,0,0,0.00
954335,205935,5191,13851,0,0,0,0.00
954334,205934,5191,13851,0,0,0,0.00
954333,205933,5191,13851,0,0,0,0.00
954332,205932,5191,13851,0,0,0,0.00
954331,205931,5191,13851,0,0,0,0.00
954330,205930,5191,13851,0,0,0,0.00
954329,205929,5191,13851,0,0,0,0.00
954328,205928,5191,13851,0,0,0,0.00
954327,205927,5191,13851,0,0,0,0.00
954326,205926,5191,13851,0,0,0,0.00
954325,205925,5191,13851,0,0,0,0.00
954324,205924,5191,13851,0,0,0,0.00
954323,205923,5191,13851,0,0,0,0.00
954322,205922,5191,13851,0,0,0,0.00
954321,205921,5191,13851,0,0,0,0.00
954320,205920,5191,13851,0,0,0,0.00
954319,205919,5191,13851,0,0,0,0.00
954318,205918,5191,13851,0,0,0,0.00
954317,205917,5191,13851,0,0,0,0.00
954316,205916,5191,13851,0,0,0,0.00
954315,205915,5191,13851,0,0,0,0.00
954314,205914,5191,13851,0,0,0,0.00
954313,205913,5191,13851,0,0,0,0.00
954312,205912,5191,13851,0,0,0,0.00
954311,205911,5191,13851,0,0,0,0.00
954310,205910,5191,13851,0,0,0,0.00
954309,205909,5191,13851,0,0,0,0.00
954308,205908,5191,13851,0,0,0,0.00
954307,205907,5191,13851,0,0,0,0.00
954306,205906,5191,13851,0,0,0,0.00
954305,205905,5191,13851,0,0,0,0.00
954304,205904,5191,13851,0,0,0,0.00
954303,205903,5191,13851,0,0,0,0.00
954302,205902,5191,13851,0,0,0,0.00
954301,205901,5191,13851,0,0,0,0.00
954300,205900,5191,13851,0,0,0,0.00
954299,205899,5191,13851,0,0,0,0.00
954298,205898,5191,13851,0,0,0,0.00
954297,205897,5191,13851,0,0,0,0.00
954296,205896,5191,13851,0,0,0,0.00
954295,205895,5191,13851,0,0,0,0.00
954294,205894,5191,13851,0,0,0,0.00
954293,205893,5191,13851,0,0,0,0.00
954292,205892,5191,13851,0,0,0,0.00
954291,205891,5191,13851,0,0,0,0.00
